副本ID(主线支线挑战为类型ID+世界ID+2位序号，其他为类型ID+4位序号)  探索是11开头的,副本类型（1：主线；2：挑战；3：活动副本；4:多人副本；5：PVP调用；6；庇护所调用；7：支线副本；8：亲密度副本；9：限时活动副本; 10:守护试炼 11：探索副本 12:转职副本 14：公会矿洞 15:幻卡 16:百层塔 17：公会战 21:天守阁）,世界ID,副本名称,副本等级,副本经验,角色经验,副本消耗类型（消耗类型ID）,进入副本消耗,完成副本消耗,副本限制人数,副本阵容ID,前置副本,解锁等级,对应的主线本ID,星级条件描述,星级条件脚本,星级条件奖励类型,星级条件奖励数量,Lua脚本,布阵摄像机,战斗摄像机,结算展示摄像机,结算摄像机,影子摄像机,副本攻略,副本攻略概述（12字）,限制类型1(0：无限制1：限定某些角色登场2：限定某职业角色登场3：限定等级以上角色登场4：限定某性别角色登场5：限定某势力角色登场),限制参数1,限制类型2,限制参数2,副本技能(玩家队伍光环技能),副本特殊要求ICON,副本特殊要求说明,进入布阵时触发的剧情,结算完成后战斗场景触发的剧情,结算完成后中地图触发的剧情,限制次数,是否可以扫荡(1可以0不可以）,亲密度,副本职业,副本战斗力,回合耗尽(0:不显示 1：回合耗尽后，战斗失败 :2：回合耗尽后，战斗胜利）,副本金币和boss伤害挂钩（X+伤害^y*z)，伤害不超过boss血量R,公会战防御队伍出站人数
80028,8,1,101011,10,0,0,4,0,0,1,0,0,0,0,1001;1002;1003,BaseStar;LessOnePlayerDeadStar;AllPlayerLiveStar,0,3;3;3,intimacy_youhunlili_01.lua,SettingCamera1,BattleCamera1,ResultCamera1,,ShadowCamera1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,501,1,0,0
80029,8,1,101011,10,0,0,4,0,0,1,0,0,0,0,1001;1002;1003,BaseStar;LessOnePlayerDeadStar;AllPlayerLiveStar,0,3;3;3,intimacy_heliesi_01.lua,SettingCamera1,BattleCamera1,ResultCamera1,,ShadowCamera1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,501,1,0,0
80030,8,1,101011,10,0,0,4,0,0,2,0,0,0,0,1001;1002;1003,BaseStar;LessOnePlayerDeadStar;AllPlayerLiveStar,0,3;3;3,intimacy_jielante_01.lua,SettingCamera1,BattleCamera1,ResultCamera1,,ShadowCamera1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,501,1,0,0
80031,8,1,101011,10,0,0,4,0,0,2,0,0,0,0,1001;1002;1003,BaseStar;LessOnePlayerDeadStar;AllPlayerLiveStar,0,3;3;3,intimacy_jielante_02.lua,SettingCamera1,BattleCamera1,ResultCamera1,,ShadowCamera1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,501,1,0,0
80032,8,1,101011,10,0,0,4,0,0,1,0,0,0,0,1001;1002;1003,BaseStar;LessOnePlayerDeadStar;AllPlayerLiveStar,0,3;3;3,intimacy_yilishabai_01.lua,SettingCamera1,BattleCamera1,ResultCamera1,,ShadowCamera1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,501,1,0,0
80033,8,1,101011,10,0,0,4,0,0,2,0,0,0,0,1001;1002;1003,BaseStar;LessOnePlayerDeadStar;AllPlayerLiveStar,0,3;3;3,intimacy_qian_01.lua,SettingCamera1,BattleCamera1,ResultCamera1,,ShadowCamera1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,501,1,0,0
80034,8,1,101011,10,0,0,4,0,0,1,0,0,0,0,1001;1002;1003,BaseStar;LessOnePlayerDeadStar;AllPlayerLiveStar,0,3;3;3,intimacy_qian_02.lua,SettingCamera1,BattleCamera1,ResultCamera1,,ShadowCamera1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,501,1,0,0
80035,8,1,101011,10,0,0,4,0,0,1,0,0,0,0,1001;1002;1003,BaseStar;LessOnePlayerDeadStar;AllPlayerLiveStar,0,3;3;3,intimacy_qian_03.lua,SettingCamera1,BattleCamera1,ResultCamera1,,ShadowCamera1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,501,1,0,0
90001,9,1,900011,16,100,20,4,2,8,4,90,0,16,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,0,3;3;3,limit_xiaoderis_01.lua,,,,,ShadowCamera1,0,0,0,0,0,0,0,buzhen_icon_10;buzhen_icon_10;buzhen_icon_10,1584;1585;1586,0,0,0,0,0,2,0,503,1,0,0
90002,9,1,900011,36,100,20,4,2,8,4,90,0,30,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,0,3;3;3,limit_xiaoderis_02.lua,,,,,ShadowCamera1,0,0,0,0,0,0,0,buzhen_icon_10;buzhen_icon_10;buzhen_icon_10,1584;1585;1586,0,0,0,0,0,2,0,503,1,0,0
90003,9,1,900011,55,100,20,4,2,8,4,90,0,50,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,0,3;3;3,limit_xiaoderis_03.lua,,,,,ShadowCamera1,0,0,0,0,0,0,0,buzhen_icon_10;buzhen_icon_10;buzhen_icon_10,1584;1585;1586,0,0,0,0,0,2,0,503,1,0,0
90004,9,1,900011,70,100,20,4,2,8,4,90,0,70,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,0,3;3;3,limit_xiaoderis_04.lua,,,,,ShadowCamera1,0,0,0,0,0,0,0,buzhen_icon_10;buzhen_icon_10;buzhen_icon_10,1584;1585;1586,0,0,0,0,0,2,0,503,1,0,0
90005,9,1,900051,16,100,20,4,2,8,4,91,0,16,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,0,3;3;3,90005.lua,,,,,ShadowCamera1,0,0,0,0,0,0,3000003,buzhen_icon_10;buzhen_icon_8;buzhen_icon_10;buzhen_icon_10;buzhen_icon_10,1530;1516;1584;1585;1586,0,0,0,0,1,2,0,503,1,0,0
90006,9,1,900061,36,100,20,4,2,8,4,91,0,30,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,0,3;3;3,90006.lua,,,,,ShadowCamera1,0,0,0,0,0,0,3000003,buzhen_icon_10;buzhen_icon_8;buzhen_icon_10;buzhen_icon_10;buzhen_icon_10,1530;1516;1584;1585;1586,0,0,0,0,1,2,0,503,1,0,0
90007,9,1,900061,55,100,20,4,2,8,4,91,0,50,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,0,3;3;3,90007.lua,,,,,ShadowCamera1,0,0,0,0,0,0,3000003,buzhen_icon_10;buzhen_icon_8;buzhen_icon_10;buzhen_icon_10;buzhen_icon_10,1530;1516;1584;1585;1586,0,0,0,0,1,2,0,503,1,0,0
90008,9,1,900061,70,100,20,4,2,8,4,91,0,70,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,0,3;3;3,90008.lua,,,,,ShadowCamera1,0,0,0,0,0,0,3000003,buzhen_icon_10;buzhen_icon_8;buzhen_icon_10;buzhen_icon_10;buzhen_icon_10,1530;1516;1584;1585;1586,0,0,0,0,1,2,0,503,1,0,0
90010,9,1,900101,16,100,20,4,2,8,4,92,0,16,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,0,3;3;3,limit_zhourubing_01.lua,,,,,ShadowCamera1,0,0,0,0,0,0,0,buzhen_icon_10;buzhen_icon_10;buzhen_icon_10,1584;1585;1586,0,0,0,0,1,2,0,503,1,0,0
90011,9,1,900101,36,100,20,4,2,8,4,92,0,30,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,0,3;3;3,limit_zhourubing_02.lua,,,,,ShadowCamera1,0,0,0,0,0,0,0,buzhen_icon_10;buzhen_icon_10;buzhen_icon_10,1584;1585;1586,0,0,0,0,1,2,0,503,1,0,0
90012,9,1,900101,55,100,20,4,2,8,4,92,0,50,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,0,3;3;3,limit_zhourubing_03.lua,,,,,ShadowCamera1,0,0,0,0,0,0,0,buzhen_icon_10;buzhen_icon_10;buzhen_icon_10,1584;1585;1586,0,0,0,0,1,2,0,503,1,0,0
90013,9,1,900101,70,100,20,4,2,8,4,92,0,70,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,0,3;3;3,limit_zhourubing_04.lua,,,,,ShadowCamera1,0,0,0,0,0,0,0,buzhen_icon_10;buzhen_icon_10;buzhen_icon_10,1584;1585;1586,0,0,0,0,1,2,0,503,1,0,0
90015,9,1,900151,16,100,20,4,2,8,4,92,0,16,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,0,3;3;3,limit_anna_01.lua,,,,,ShadowCamera1,0,0,0,0,0,0,0,buzhen_icon_10;buzhen_icon_10;buzhen_icon_10,1584;1585;1586,0,0,0,0,1,2,0,503,1,0,0
90016,9,1,900151,36,100,20,4,2,8,4,92,0,30,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,0,3;3;3,limit_anna_02.lua,,,,,ShadowCamera1,0,0,0,0,0,0,0,buzhen_icon_10;buzhen_icon_10;buzhen_icon_10,1584;1585;1586,0,0,0,0,1,2,0,503,1,0,0
90017,9,1,900151,55,100,20,4,2,8,4,92,0,50,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,0,3;3;3,limit_anna_03.lua,,,,,ShadowCamera1,0,0,0,0,0,0,0,buzhen_icon_10;buzhen_icon_10;buzhen_icon_10,1584;1585;1586,0,0,0,0,1,2,0,503,1,0,0
90018,9,1,900151,70,100,20,4,2,8,4,92,0,70,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,0,3;3;3,limit_anna_04.lua,,,,,ShadowCamera1,0,0,0,0,0,0,0,buzhen_icon_10;buzhen_icon_10;buzhen_icon_10,1584;1585;1586,0,0,0,0,1,2,0,503,1,0,0
90019,9,1,900191,16,100,20,4,2,8,4,94,0,16,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,0,3;3;3,limit_zhengjiuaisi_01.lua,,,,,ShadowCamera1,0,0,0,0,0,0,0,buzhen_icon_10;buzhen_icon_8;buzhen_icon_10;buzhen_icon_10;buzhen_icon_10,1534;1535;1584;1585;1586,302901,302902,0,0,1,2,0,503,1,0,0
90020,9,1,900191,36,100,20,4,2,8,4,94,0,30,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,0,3;3;3,limit_zhengjiuaisi_02.lua,,,,,ShadowCamera1,0,0,0,0,0,0,0,buzhen_icon_10;buzhen_icon_8;buzhen_icon_10;buzhen_icon_10;buzhen_icon_10,1534;1535;1584;1585;1586,302901,302902,0,0,1,2,0,503,1,0,0
90021,9,1,900191,55,100,20,4,2,8,4,94,0,50,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,0,3;3;3,limit_zhengjiuaisi_03.lua,,,,,ShadowCamera1,0,0,0,0,0,0,0,buzhen_icon_10;buzhen_icon_8;buzhen_icon_10;buzhen_icon_10;buzhen_icon_10,1534;1535;1584;1585;1586,302901,302902,0,0,1,2,0,503,1,0,0
90022,9,1,900191,70,100,20,4,2,8,4,94,0,70,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,0,3;3;3,limit_zhengjiuaisi_04.lua,,,,,ShadowCamera1,0,0,0,0,0,0,0,buzhen_icon_10;buzhen_icon_8;buzhen_icon_10;buzhen_icon_10;buzhen_icon_10,1534;1535;1584;1585;1586,302901,302902,0,0,1,2,0,503,1,0,0
90023,9,1,900231,16,100,20,4,2,8,4,92,0,16,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,0,3;3;3,ep01_02.lua,,,,,ShadowCamera1,0,0,0,0,0,0,0,,,0,0,0,0,0,2,0,503,1,0,0
90024,9,1,900231,36,100,20,4,2,8,4,92,0,30,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,0,3;3;3,ep01_02.lua,,,,,ShadowCamera1,0,0,0,0,0,0,0,,,0,0,0,0,0,2,0,503,1,0,0
90025,9,1,900231,55,100,20,4,2,8,4,92,0,50,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,0,3;3;3,ep01_02.lua,,,,,ShadowCamera1,0,0,0,0,0,0,0,,,0,0,0,0,0,2,0,503,1,0,0
90026,9,1,900231,70,100,20,4,2,8,4,92,0,70,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,0,3;3;3,ep01_02.lua,,,,,ShadowCamera1,0,0,0,0,0,0,0,,,0,0,0,0,0,2,0,503,1,0,0
90027,9,1,900271,16,100,20,4,2,8,4,92,0,16,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,0,3;3;3,limit_chunri_01.lua,,,,,ShadowCamera1,0,0,0,0,0,0,0,,,300601,300602,0,0,0,2,0,503,1,0,0
90028,9,1,900271,36,100,20,4,2,8,4,92,0,30,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,0,3;3;3,limit_chunri_02.lua,,,,,ShadowCamera1,0,0,0,0,0,0,0,,,300601,300602,0,0,0,2,0,503,1,0,0
90029,9,1,900271,55,100,20,4,2,8,4,92,0,50,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,0,3;3;3,limit_chunri_03.lua,,,,,ShadowCamera1,0,0,0,0,0,0,0,,,300601,300602,0,0,0,2,0,503,1,0,0
90030,9,1,900271,70,100,20,4,2,8,4,92,0,70,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,0,3;3;3,limit_chunri_04.lua,,,,,ShadowCamera1,0,0,0,0,0,0,0,,,300601,300602,0,0,0,2,0,503,1,0,0
90031,9,1,900311,16,100,20,4,2,8,4,92,0,16,0,1020;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,0,3;3;3,limit_shou_01.lua,,,,,ShadowCamera1,0,0,0,0,0,0,0,buzhen_icon_10;buzhen_icon_10;buzhen_icon_10,1584;1585;1586,302801,0,0,0,1,2,0,503,1,0,0
90032,9,1,900311,36,100,20,4,2,8,4,92,0,30,0,1020;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,0,3;3;3,limit_shou_02.lua,,,,,ShadowCamera1,0,0,0,0,0,0,0,buzhen_icon_10;buzhen_icon_10;buzhen_icon_10,1584;1585;1586,302801,0,0,0,1,2,0,503,1,0,0
90033,9,1,900311,55,100,20,4,2,8,4,92,0,50,0,1020;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,0,3;3;3,limit_shou_03.lua,,,,,ShadowCamera1,0,0,0,0,0,0,0,buzhen_icon_10;buzhen_icon_10;buzhen_icon_10,1584;1585;1586,302801,0,0,0,1,2,0,503,1,0,0
90034,9,1,900311,70,100,20,4,2,8,4,92,0,70,0,1020;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,0,3;3;3,limit_shou_04.lua,,,,,ShadowCamera1,0,0,0,0,0,0,0,buzhen_icon_10;buzhen_icon_10;buzhen_icon_10,1584;1585;1586,302801,0,0,0,1,2,0,503,1,0,0
90039,9,1,900391,16,100,20,4,2,8,4,92,0,16,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,0,3;3;3,limit_xiu_01.lua,,,,,ShadowCamera1,0,0,0,0,0,0,0,,,301301,301302,0,0,0,2,0,503,1,0,0
90040,9,1,900391,36,100,20,4,2,8,4,92,0,30,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,0,3;3;3,limit_xiu_02.lua,,,,,ShadowCamera1,0,0,0,0,0,0,0,,,301301,301302,0,0,0,2,0,503,1,0,0
90041,9,1,900391,55,100,20,4,2,8,4,92,0,50,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,0,3;3;3,limit_xiu_03.lua,,,,,ShadowCamera1,0,0,0,0,0,0,0,,,301301,301302,0,0,0,2,0,503,1,0,0
90042,9,1,900391,70,100,20,4,2,8,4,92,0,70,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,0,3;3;3,limit_xiu_04.lua,,,,,ShadowCamera1,0,0,0,0,0,0,0,,,301301,301302,0,0,0,2,0,503,1,0,0
90043,9,1,900431,16,100,20,4,2,8,3,93,0,16,0,1022;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,0,3;3;3,limit_ningwei_01.lua,,,,,ShadowCamera1,0,0,0,0,0,0,0,buzhen_icon_10;buzhen_icon_19,1540;1541,303301,303302,0,0,0,2,0,503,1,0,0
90044,9,1,900431,36,100,20,4,2,8,3,93,0,30,0,1022;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,0,3;3;3,limit_ningwei_02.lua,,,,,ShadowCamera1,0,0,0,0,0,0,0,buzhen_icon_10;buzhen_icon_19,1540;1541,303301,303302,0,0,0,2,0,503,1,0,0
90045,9,1,900431,55,100,20,4,2,8,3,93,0,50,0,1022;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,0,3;3;3,limit_ningwei_03.lua,,,,,ShadowCamera1,0,0,0,0,0,0,0,buzhen_icon_10;buzhen_icon_19,1540;1541,303301,303302,0,0,0,2,0,503,1,0,0
90046,9,1,900431,70,100,20,4,2,8,3,93,0,70,0,1022;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,0,3;3;3,limit_ningwei_04.lua,,,,,ShadowCamera1,0,0,0,0,0,0,0,buzhen_icon_10;buzhen_icon_19,1540;1541,303301,303302,0,0,0,2,0,503,1,0,0
90047,9,1,900471,16,100,20,4,2,8,4,92,0,16,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,0,3;3;3,limit_aisi_01.lua,,,,,ShadowCamera1,0,0,0,0,0,0,0,buzhen_icon_10,1543,302903,302904,0,0,0,2,0,503,1,0,0
90048,9,1,900481,16,100,20,4,2,8,4,92,0,16,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,0,3;3;3,limit_yina_01.lua,,,,,ShadowCamera1,0,0,0,0,0,0,0,buzhen_icon_10;buzhen_icon_19,1544;1545,302101,302102,0,0,0,2,0,503,1,0,0
90049,9,1,900481,36,100,20,4,2,8,4,92,0,30,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,0,3;3;3,limit_yina_02.lua,,,,,ShadowCamera1,0,0,0,0,0,0,0,buzhen_icon_10;buzhen_icon_19,1544;1545,302101,302102,0,0,0,2,0,503,1,0,0
90050,9,1,900481,55,100,20,4,2,8,4,92,0,50,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,0,3;3;3,limit_yina_03.lua,,,,,ShadowCamera1,0,0,0,0,0,0,0,buzhen_icon_10;buzhen_icon_19,1544;1545,302101,302102,0,0,0,2,0,503,1,0,0
90051,9,1,900481,70,100,20,4,2,8,4,92,0,70,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,0,3;3;3,limit_yina_04.lua,,,,,ShadowCamera1,0,0,0,0,0,0,0,buzhen_icon_10;buzhen_icon_19,1544;1545,302101,302102,0,0,0,2,0,503,1,0,0
90052,9,1,900521,16,100,20,4,2,8,4,92,0,16,0,1001;1002;1003,BaseStar;LessOnePlayerDeadStar;AllPlayerLiveStar,0,3;3;3,limit_jiechengqingdian_01.lua,,,,,ShadowCamera1,0,0,0,0,0,0,0,,0,9290401,9290402,0,0,0,2,0,503,0,5000;0.75;26;120,0
90053,9,1,900531,16,100,20,4,2,8,4,92,0,16,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,0,3;3;3,limit_diliya_01.lua,,,,,ShadowCamera1,0,0,0,0,0,0,0,buzhen_icon_10,1546,301901,301902,0,0,0,2,0,503,0,0,0
90054,9,1,900541,16,100,20,4,2,8,2,0,0,16,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,0,3;3;3,limit_guanggunjie_01.lua,,,,,ShadowCamera1,0,0,0,0,0,0,0,buzhen_icon_10,1547,9210401,9210402,0,0,0,2,0,503,0,0,0
90055,9,1,900541,36,100,20,4,2,8,2,0,0,30,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,0,3;3;3,limit_guanggunjie_02.lua,,,,,ShadowCamera1,0,0,0,0,0,0,0,buzhen_icon_10,1547,9210401,9210402,0,0,0,2,0,503,0,0,0
90056,9,1,900541,55,100,20,4,2,8,2,0,0,50,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,0,3;3;3,limit_guanggunjie_03.lua,,,,,ShadowCamera1,0,0,0,0,0,0,0,buzhen_icon_10,1547,9210401,9210402,0,0,0,2,0,503,0,0,0
90057,9,1,900541,70,100,20,4,2,8,2,0,0,70,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,0,3;3;3,limit_guanggunjie_04.lua,,,,,ShadowCamera1,0,0,0,0,0,0,0,buzhen_icon_10,1547,9210401,9210402,0,0,0,2,0,503,0,0,0
90058,9,1,900581,16,100,20,4,2,8,3,93,0,16,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,0,3;3;3,limit_wsj01.lua,,,,,ShadowCamera1,0,0,0,0,0,0,0,buzhen_icon_10,1548,9204001,9204002,0,0,0,2,0,503,0,0,0
90059,9,1,900581,36,100,20,4,2,8,3,93,0,30,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,0,3;3;3,limit_wsj02.lua,,,,,ShadowCamera1,0,0,0,0,0,0,0,buzhen_icon_10,1548,9204001,9204002,0,0,0,2,0,503,0,0,0
90060,9,1,900581,55,100,20,4,2,8,3,93,0,50,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,0,3;3;3,limit_wsj03.lua,,,,,ShadowCamera1,0,0,0,0,0,0,0,buzhen_icon_10,1548,9204001,9204002,0,0,0,2,0,503,0,0,0
90061,9,1,900581,70,100,20,4,2,8,3,93,0,70,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,0,3;3;3,limit_wsj04.lua,,,,,ShadowCamera1,0,0,0,0,0,0,0,buzhen_icon_10,1548,9204001,9204002,0,0,0,2,0,503,0,0,0
90062,9,1,900621,16,100,20,4,2,8,3,92,0,16,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,0,3;3;3,limit_youji_01.lua,,,,,ShadowCamera1,0,0,0,0,0,0,0,,,304301,304302,0,0,0,2,0,503,0,0,0
90063,9,1,900621,36,100,20,4,2,8,3,92,0,30,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,0,3;3;3,limit_youji_02.lua,,,,,ShadowCamera1,0,0,0,0,0,0,0,,,304301,304302,0,0,0,2,0,503,0,0,0
90064,9,1,900621,55,100,20,4,2,8,3,92,0,50,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,0,3;3;3,limit_youji_03.lua,,,,,ShadowCamera1,0,0,0,0,0,0,0,,,304301,304302,0,0,0,2,0,503,0,0,0
90065,9,1,900621,70,100,20,4,2,8,3,92,0,70,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,0,3;3;3,limit_youji_04.lua,,,,,ShadowCamera1,0,0,0,0,0,0,0,,,304301,304302,0,0,0,2,0,503,0,0,0
90066,9,1,900661,16,100,20,4,2,8,4,92,0,16,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,0,3;3;3,limit_yan_01.lua,,,,,ShadowCamera1,0,0,0,0,0,0,0,,,302301,302302,0,0,0,2,0,503,0,0,0
90067,9,1,900661,36,100,20,4,2,8,4,92,0,30,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,0,3;3;3,limit_yan_02.lua,,,,,ShadowCamera1,0,0,0,0,0,0,0,,,302301,302302,0,0,0,2,0,503,0,0,0
90068,9,1,900661,55,100,20,4,2,8,4,92,0,50,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,0,3;3;3,limit_yan_03.lua,,,,,ShadowCamera1,0,0,0,0,0,0,0,,,302301,302302,0,0,0,2,0,503,0,0,0
90069,9,1,900661,70,100,20,4,2,8,4,92,0,70,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,0,3;3;3,limit_yan_04.lua,,,,,ShadowCamera1,0,0,0,0,0,0,0,,,302301,302302,0,0,0,2,0,503,0,0,0
90070,9,1,900701,16,100,20,4,2,8,4,92,0,16,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,0,3;3;3,limit_saisi_01.lua,,,,,ShadowCamera1,0,0,0,0,0,0,0,buzhen_icon_10;buzhen_icon_19,1552;1549,302401,302402,0,0,0,2,0,503,0,0,0
90071,9,1,900701,36,100,20,4,2,8,4,92,0,30,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,0,3;3;3,limit_saisi_02.lua,,,,,ShadowCamera1,0,0,0,0,0,0,0,buzhen_icon_10;buzhen_icon_19,1552;1549,302401,302402,0,0,0,2,0,503,0,0,0
90072,9,1,900701,55,100,20,4,2,8,4,92,0,50,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,0,3;3;3,limit_saisi_03.lua,,,,,ShadowCamera1,0,0,0,0,0,0,0,buzhen_icon_10;buzhen_icon_19,1552;1549,302401,302402,0,0,0,2,0,503,0,0,0
90073,9,1,900701,70,100,20,4,2,8,4,92,0,70,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,0,3;3;3,limit_saisi_04.lua,,,,,ShadowCamera1,0,0,0,0,0,0,0,buzhen_icon_10;buzhen_icon_19,1552;1549,302401,302402,0,0,0,2,0,503,0,0,0
90074,9,1,900741,16,100,20,4,2,8,4,92,0,16,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,0,3;3;3,limit_shayejia_01.lua,,,,,ShadowCamera1,0,0,0,0,0,0,0,,,300501,300502,0,0,0,2,0,503,0,0,0
90075,9,1,900741,36,100,20,4,2,8,4,92,0,30,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,0,3;3;3,limit_shayejia_02.lua,,,,,ShadowCamera1,0,0,0,0,0,0,0,,,300501,300502,0,0,0,2,0,503,0,0,0
90076,9,1,900741,55,100,20,4,2,8,4,92,0,50,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,0,3;3;3,limit_shayejia_03.lua,,,,,ShadowCamera1,0,0,0,0,0,0,0,,,300501,300502,0,0,0,2,0,503,0,0,0
90077,9,1,900741,70,100,20,4,2,8,4,92,0,70,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,0,3;3;3,limit_shayejia_04.lua,,,,,ShadowCamera1,0,0,0,0,0,0,0,,,300501,300502,0,0,0,2,0,503,0,0,0
90201,9,1,902011,16,100,20,4,2,8,4,94,0,16,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,0,3;3;3,limit_longzhigu1_01.lua,,,,,ShadowCamera1,0,0,0,0,0,0,0,,0,9000001,9000002,0,0,0,2,0,503,0,0,0
90202,9,1,902011,36,100,20,4,2,8,4,94,0,30,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,0,3;3;3,limit_longzhigu1_02.lua,,,,,ShadowCamera1,0,0,0,0,0,0,0,,0,9000001,9000002,0,0,0,2,0,503,0,0,0
90203,9,1,902011,55,100,20,4,2,8,4,94,0,50,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,0,3;3;3,limit_longzhigu1_03.lua,,,,,ShadowCamera1,0,0,0,0,0,0,0,,0,9000001,9000002,0,0,0,2,0,503,0,0,0
