序号,卡牌资源,最高等级/怪物等级,星级,最高星级,进化所需,可突破次数,名称,性别,职业,阵营,特殊类型,攻击范围,攻击类型,材质,默认视野,AI编号,是否Boss,是否大型,1级血量,1级物攻,1级魔攻,1级物防,1级魔防,1级速度,升级血量,升级物攻,升级魔攻,升级物防,升级魔防,升级速度,暴率,暴击抗性,命中,闪避,反击,反击次数,反击抗性,格挡,格挡抗性,伤害浮动范围,基础仇恨,稀有,占几个格子,可行动次数,每次行动衰减,移动范围,可移动高度,可攻击高度,可否斜向移动,穿越其他人,被其他人穿越,飞行,普攻技能,被动技能,防御技能,怒气技能1,怒气技能2,角色怒气上限,卡牌出场特效,卡面特效,升级类别,唯一编号,转换成碎片数,类型(0玩家卡牌；1普通小怪；2普通BOSS；3需要显示大血条的巨型BOSS）,宗属国,模型缩放,普攻寻路,必杀寻路,SSR,效果命中,效果抵抗,暴击伤害,物理穿透,魔法穿透,可转职业,星石类型,选择类型,血条系数,弓手动作,特殊AI,特殊进攻AI
304032,6203,40,5,5,0;0,0,6203,1,15,21,0,2,2,0,100,1,0,0,3486,1155,1050,827,827,40,0,0,0,0,0,0,5,0,100,5,0,0,0,0,0,0,0,0,1,1,100,1,1,50,0,0,0,0,2010006,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,15,150,35,35,0,0,0,1,0,0,0
304041,6212,42,5,5,0;0,0,6212,2,14,21,0,2,2,0,100,1,0,0,3145,0,1333,716,1034,42,0,0,0,0,0,0,5,0,105,5,0,0,0,0,0,0,0,0,1,1,100,1,1,50,0,0,0,0,2010006,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,15,150,35,35,0,0,0,1,0,0,0
304042,6203,42,5,5,0;0,0,6203,2,15,21,0,2,2,0,100,1,0,0,3700,1222,1111,875,875,42,0,0,0,0,0,0,5,0,100,5,0,0,0,0,0,0,0,0,1,1,100,2,1,50,0,0,0,0,2010006,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,15,150,35,35,0,0,0,1,0,0,0
304051,6212,44,5,5,0;0,0,6212,3,14,21,0,1,2,0,100,1,0,0,3306,0,1398,750,1083,44,0,0,0,0,0,0,5,0,105,5,0,0,0,0,0,0,0,0,1,1,100,2,1,50,0,0,0,0,2010003,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,15,150,35,35,0,0,0,1,0,0,0
304052,6212,44,5,5,0;0,0,6212,3,14,21,0,2,2,0,100,1,0,0,3306,0,1398,750,1083,44,0,0,0,0,0,0,5,0,105,5,0,0,0,0,0,0,0,0,1,1,100,1,1,50,0,0,0,0,2010006,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,15,150,35,35,0,0,0,1,0,0,0
304061,6212,46,5,5,0;0,0,6212,3,14,21,0,2,2,0,100,1,0,0,3468,0,1463,784,1132,46,0,0,0,0,0,0,5,0,105,5,0,0,0,0,0,0,0,0,1,1,100,1,1,50,0,0,0,0,2010006,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,15,150,35,35,0,0,0,1,0,0,0
304062,6200,46,5,5,0;0,0,6200,1,11,21,0,1,1,0,100,1,0,0,4896,1340,0,1045,871,46,0,0,0,0,0,0,5,0,100,5,35,1,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,2010002,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,15,150,35,35,0,0,0,1,0,0,0
304071,6202,48,5,5,0;0,0,6202,1,13,21,0,3,1,0,100,31,0,0,4701,1541,0,818,818,48,0,0,0,0,0,0,5,0,120,5,0,0,0,0,0,0,0,0,1,1,100,1,1,50,0,0,0,0,2010008,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,15,150,35,35,0,0,0,1,0,0,0
304072,6201,48,5,5,0;0,0,6201,1,12,21,0,1,1,0,100,1,0,0,3633,1611,0,818,818,48,0,0,0,0,0,0,20,0,100,10,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,2010002,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,15,150,35,35,0,0,0,1,0,0,0
304081,6200,50,5,5,0;0,0,6200,1,11,21,0,1,1,0,100,1,0,0,5364,1463,0,1139,949,50,0,0,0,0,0,0,5,0,100,5,35,1,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,2010002,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,15,150,35,35,0,0,0,1,0,0,0
304082,6202,50,5,5,0;0,0,6202,1,13,21,0,3,1,0,100,31,0,0,4917,1609,0,854,854,50,0,0,0,0,0,0,5,0,120,5,0,0,0,0,0,0,0,0,1,1,100,1,1,50,0,0,0,0,2010008,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,15,150,35,35,0,0,0,1,0,0,0
304091,6201,52,5,5,0;0,0,6201,1,12,21,0,1,1,0,100,1,0,0,3987,1761,0,894,894,52,0,0,0,0,0,0,20,0,100,10,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,2010002,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,15,150,35,35,0,0,0,1,0,0,0
304092,6212,52,5,5,0;0,0,6212,3,14,21,0,2,2,0,100,1,0,0,3987,0,1670,894,1291,52,0,0,0,0,0,0,5,0,105,5,0,0,0,0,0,0,0,0,1,1,100,1,1,50,0,0,0,0,2010006,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,15,150,35,35,0,0,0,1,0,0,0
305011,6134,54,6,6,0;0,0,6133,1,13,21,0,3,1,0,100,31,0,0,5380,1753,0,930,930,94,0,0,0,0,0,0,5,0,120,5,0,0,0,0,0,0,0,0,1,1,100,1,1,50,0,0,0,0,2010008,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,15,150,40,40,0,0,0,1,0,0,0
305012,6253,54,6,6,0;0,0,6253,1,15,21,0,2,2,0,100,1,0,0,4891,1593,1593,1136,1136,94,0,0,0,0,0,0,5,0,100,5,0,0,0,0,0,0,0,0,1,1,100,2,1,50,0,0,0,0,2010006,2962531,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,15,150,40,40,0,0,0,1,0,0,0
305021,6251,56,6,6,0;0,0,6251,2,12,21,0,1,1,0,100,1,0,0,4330,1906,0,966,966,96,0,0,0,0,0,0,20,0,100,10,0,0,0,0,0,0,0,0,1,1,100,2,1,50,0,0,0,0,2010002,2962511,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,15,150,40,40,0,0,0,1,0,0,0
305022,6253,56,6,6,0;0,0,6253,1,15,21,0,2,2,0,100,1,0,0,5094,1657,1657,1180,1180,96,0,0,0,0,0,0,5,0,100,5,0,0,0,0,0,0,0,0,1,1,100,2,1,50,0,0,0,0,2010006,2962531,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,15,150,40,40,0,0,0,1,0,0,0
305031,6250,58,6,6,0;0,0,6250,1,11,21,0,1,1,0,100,1,0,0,6360,1721,0,1338,1115,98,0,0,0,0,0,0,5,0,100,5,0,0,0,0,0,0,0,0,1,1,100,2,1,50,0,0,0,0,2010002,2962501,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,15,150,40,40,0,0,0,1,0,0,0
305032,6253,58,6,6,0;0,0,6253,1,15,21,0,2,2,0,100,1,0,0,5300,1721,1721,1227,1227,98,0,0,0,0,0,0,5,0,100,5,0,0,0,0,0,0,0,0,1,1,100,2,1,50,0,0,0,0,2010006,2962531,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,15,150,40,40,0,0,0,1,0,0,0
305041,6243,60,6,6,0;0,0,6243,2,14,21,0,2,2,0,100,1,0,0,4682,0,2143,1041,1504,100,0,0,0,0,0,0,5,0,105,5,0,0,0,0,0,0,0,0,1,1,100,1,1,50,0,0,0,0,2010006,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,15,150,40,40,0,0,0,1,0,0,0
305042,6253,60,6,6,0;0,0,6253,1,15,21,0,2,2,0,100,1,0,0,5508,1786,1786,1273,1273,100,0,0,0,0,0,0,5,0,100,5,0,0,0,0,0,0,0,0,1,1,100,2,1,50,0,0,0,0,2010006,2962531,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,15,150,40,40,0,0,0,1,0,0,0
305051,6243,62,6,6,0;0,0,6243,2,14,21,0,2,2,0,100,1,0,0,4861,0,2223,1079,1559,102,0,0,0,0,0,0,5,0,105,5,0,0,0,0,0,0,0,0,1,1,100,1,1,50,0,0,0,0,2010006,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,15,150,40,40,0,0,0,1,0,0,0
305052,6244,62,6,6,0;0,0,6244,2,15,21,0,2,2,0,100,1,0,0,5719,1852,1852,1319,1319,102,0,0,0,0,0,0,5,0,100,5,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,2010006,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,15,150,40,40,0,0,0,1,0,0,0
305061,6134,64,6,6,0;0,0,6133,1,13,21,0,3,1,0,100,31,0,0,6525,2109,0,1117,1117,104,0,0,0,0,0,0,5,0,120,5,0,0,0,0,0,0,0,0,1,1,100,1,1,50,0,0,0,0,2010008,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,15,150,40,40,0,0,0,1,0,0,0
305062,6253,64,6,6,0;0,0,6253,1,15,21,0,2,2,0,100,1,0,0,5932,1918,1918,1365,1365,104,0,0,0,0,0,0,5,0,100,5,0,0,0,0,0,0,0,0,1,1,100,2,1,50,0,0,0,0,2010006,2962531,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,15,150,40,40,0,0,0,1,0,0,0
305071,6250,66,6,6,0;0,0,6250,1,11,21,0,1,1,0,100,1,0,0,7376,1985,0,1541,1284,106,0,0,0,0,0,0,5,0,100,5,0,0,0,0,0,0,0,0,1,1,100,2,1,50,0,0,0,0,2010002,2962501,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,15,150,40,40,0,0,0,1,0,0,0
305072,6253,66,6,6,0;0,0,6253,1,15,21,0,2,2,0,100,1,0,0,6147,1985,1985,1412,1412,106,0,0,0,0,0,0,5,0,100,5,0,0,0,0,0,0,0,0,1,1,100,2,1,50,0,0,0,0,2010006,2962531,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,15,150,40,40,0,0,0,1,0,0,0
305081,6251,68,6,6,0;0,0,6251,2,12,21,0,1,1,0,100,1,0,0,5410,2361,0,1195,1195,108,0,0,0,0,0,0,20,0,100,10,0,0,0,0,0,0,0,0,1,1,100,2,1,50,0,0,0,0,2010002,2962511,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,15,150,40,40,0,0,0,1,0,0,0
305082,6253,68,6,6,0;0,0,6253,1,15,21,0,2,2,0,100,1,0,0,6365,2053,2053,1461,1461,108,0,0,0,0,0,0,5,0,100,5,0,0,0,0,0,0,0,0,1,1,100,2,1,50,0,0,0,0,2010006,2962531,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,15,150,40,40,0,0,0,1,0,0,0
306011,2110,68,6,6,0;0,0,2110,1,15,21,0,1,2,0,100,1,0,0,6365,2053,2053,1461,1461,108,0,0,0,0,0,0,5,0,100,5,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,2211002,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,15,150,40,40,0,0,0,1,0,0,0
306012,2109,68,6,6,0;0,0,2109,2,14,21,0,2,2,0,100,1,0,0,5410,0,2464,1195,1726,108,0,0,0,0,0,0,5,0,105,5,0,0,0,0,0,0,0,0,1,1,100,2,1,50,0,0,0,0,2211001,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,15,150,40,40,0,0,0,1,0,0,0
306021,2100,68,6,6,0;0,0,2100,1,11,21,0,1,1,0,100,1,0,0,7638,2053,0,1594,1328,108,0,0,0,0,0,0,5,0,100,5,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,2010002,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,15,150,40,40,0,0,0,1,0,0,0
306022,2200,68,6,6,0;0,0,2200,1,14,21,0,2,2,0,100,1,0,0,5410,0,2464,1195,1726,108,0,0,0,0,0,0,5,0,105,5,0,0,0,0,0,0,0,0,1,1,100,1,1,50,0,0,0,0,2010006,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,15,150,40,40,0,0,0,1,0,0,0
306031,6370,68,6,6,0;0,0,6370,3,11,21,0,1,1,0,100,1,0,0,7638,2053,0,1594,1328,108,0,0,0,0,0,0,5,0,100,5,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,2010002,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,15,150,40,40,0,0,0,1,0,0,0
306032,6360,68,6,6,0;0,0,6360,3,14,21,0,2,2,0,100,1,0,0,5410,0,2464,1195,1726,108,0,0,0,0,0,0,5,0,105,5,0,0,0,0,0,0,0,0,1,1,100,2,1,50,0,0,0,0,2010006,2963601;2963602,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,15,150,40,40,0,0,0,1,0,0,0
306041,6320,68,6,6,0;0,0,6320,3,11,21,0,2,1,0,100,1,0,0,7638,2053,0,1594,1328,108,0,0,0,0,0,0,5,0,100,5,0,0,0,0,0,0,0,0,1,1,100,2,1,50,0,0,0,0,2963201,9500103,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,15,150,40,40,0,0,0,1,0,0,0
306042,6322,68,6,6,0;0,0,6322,3,13,21,0,2,2,0,100,1,0,0,7002,2259,0,1195,1195,108,0,0,0,0,0,0,5,0,120,5,0,0,0,0,0,0,0,0,1,1,100,2,1,50,0,0,0,0,2963203,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,15,150,40,40,0,0,0,1,0,0,0
306051,2100,68,6,6,0;0,0,2100,1,11,21,0,1,1,0,100,1,0,0,7638,2053,0,1594,1328,108,0,0,0,0,0,0,5,0,100,5,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,2010002,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,15,150,40,40,0,0,0,1,0,0,0
306052,2200,68,6,6,0;0,0,2200,1,14,21,0,2,2,0,100,1,0,0,5410,0,2464,1195,1726,108,0,0,0,0,0,0,5,0,105,5,0,0,0,0,0,0,0,0,1,1,100,1,1,50,0,0,0,0,2010006,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,15,150,40,40,0,0,0,1,0,0,0
306061,6370,68,6,6,0;0,0,6370,3,11,21,0,1,1,0,100,1,0,0,7638,2053,0,1594,1328,108,0,0,0,0,0,0,5,0,100,5,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,2010002,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,15,150,40,40,0,0,0,1,0,0,0
306062,6360,68,6,6,0;0,0,6360,3,14,21,0,2,2,0,100,1,0,0,5410,0,2464,1195,1726,108,0,0,0,0,0,0,5,0,105,5,0,0,0,0,0,0,0,0,1,1,100,2,1,50,0,0,0,0,2010006,2963601;2963602,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,15,150,40,40,0,0,0,1,0,0,0
306071,6370,68,6,6,0;0,0,6370,3,11,21,0,1,1,0,100,1,0,0,7638,2053,0,1594,1328,108,0,0,0,0,0,0,5,0,100,5,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,2010002,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,15,150,40,40,0,0,0,1,0,0,0
306072,6322,68,6,6,0;0,0,6322,3,13,21,0,2,2,0,100,1,0,0,7002,2259,0,1195,1195,108,0,0,0,0,0,0,5,0,120,5,0,0,0,0,0,0,0,0,1,1,100,2,1,50,0,0,0,0,2963203,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,15,150,40,40,0,0,0,1,0,0,0
201011,6001,13,5,5,0;0,0,6001,3,12,21,0,1,3,0,100,1,0,0,167,292,0,173,173,110,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,2010002,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,0,150,0,0,0,0,0,1,0,0,0
201012,2010,20,5,5,0;0,0,2010,3,16,21,0,1,3,0,100,1,0,0,135,451,451,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,2010002,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,0,150,0,0,0,0,0,1,0,0,0
201021,6011,13,5,5,0;0,0,6011,3,12,21,0,1,3,0,100,1,0,0,167,292,0,173,173,14,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,2010002,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,0,150,0,0,0,0,0,1,0,0,0
201022,6007,13,5,5,0;0,0,6007,3,12,21,0,1,3,0,100,1,1,0,669,351,0,173,173,14,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,2,1,100,2,1,1,0,0,0,0,2010002,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,0,150,0,0,0,0,0,1,0,0,0
201023,6011,13,5,5,0;0,0,6011,3,12,21,0,1,3,0,100,1,0,0,1115,292,0,173,173,14,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,2010002,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,0,150,0,0,0,0,0,1,0,0,0
201031,6011,13,5,5,0;0,0,6011,3,12,21,0,1,3,0,100,1031,1,0,557,292,0,173,173,14,0,0,0,0,0,0,10,100,100,0,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,2010001;2011101,2011102,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,0,150,0,0,0,0,0,1,0,0,0
201032,6004,13,5,5,0;0,0,6004,3,13,21,0,1,3,0,100,1,0,0,289,279,0,173,173,1,0,0,0,0,0,0,5,100,120,0,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,2010002,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,0,150,0,0,0,0,0,1,0,0,0
201033,6011,13,5,5,0;0,0,6011,3,12,21,0,1,3,0,100,1,1,0,334,292,0,173,173,14,0,0,0,0,0,0,10,100,100,0,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,2010002,2011102,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,0,150,0,0,0,0,0,1,0,0,0
201034,106011,13,5,5,0;0,0,6011,3,12,21,0,1,3,0,100,1,1,0,334,292,0,173,173,14,0,0,0,0,0,0,10,100,100,0,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,2010002,2011102,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,0,150,0,0,0,0,0,1,0,0,0
201041,6010,14,5,5,0;0,0,6010,3,11,21,0,1,1,0,100,1,0,0,859,324,0,245,204,15,0,0,0,0,0,0,5,0,100,0,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,2010002,2011201,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,0,150,0,0,0,0,0,1,0,0,0
201042,6004,14,5,5,0;0,0,6004,3,13,21,0,3,1,0,100,1,0,0,630,357,0,183,183,15,0,0,0,0,0,0,5,0,120,0,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,2010008,2011201,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,0,150,0,0,0,0,0,1,0,0,0
201043,3402,14,5,5,0;0,0,3402,1,13,21,0,1,3,0,100,1,0,0,787,298,0,183,183,15,0,0,0,0,0,0,5,0,120,0,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,2010001,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,0,150,0,0,0,0,0,1,0,0,0
201051,6011,14,5,5,0;0,0,6011,3,12,21,0,1,3,0,100,101051,0,0,608,311,0,183,183,110,0,0,0,0,0,0,10,0,100,0,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,2010002,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,0,150,0,0,0,0,0,1,0,0,0
201052,6004,14,5,5,0;0,0,6004,3,13,21,0,3,1,0,100,101051,0,0,787,298,0,183,183,110,0,0,0,0,0,0,5,0,120,0,0,0,0,0,0,0,0,0,1,1,100,1,1,1,0,0,0,0,2010008,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,0,150,0,0,0,0,0,1,0,0,0
201053,5007,14,6,6,0;0,0,5007,3,16,21,0,0,1,0,100,1,0,0,5,110,110,101,101,1,0,0,0,0,0,0,5,0,100,0,0,0,0,0,0,0,0,0,1,0,100,0,0,0,0,0,0,0,0,2000002,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,0,150,7,7,0,0,0,1,0,0,0
201061,6063,14,5,5,0;0,0,6063,2,15,21,0,2,2,0,100,1,0,0,358,189,162,135,180,15,0,0,0,0,0,0,5,0,100,0,0,0,0,0,0,0,0,0,1,1,100,1,1,1,0,0,0,0,2010006,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,99,0,150,0,0,0,0,0,1,0,0,0
201062,6063,14,5,5,0;0,0,6063,2,15,21,0,2,2,0,100,1,0,0,358,189,162,135,180,15,0,0,0,0,0,0,5,0,100,0,0,0,0,0,0,0,0,0,1,1,100,1,1,1,0,0,0,0,2010006,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,99,0,150,0,0,0,0,0,1,0,0,0
201063,30,17,5,5,0;0,0,301,2,11,21,0,1,3,0,100,1063,1,0,5773,291,0,324,216,11,0,0,0,0,0,0,5,0,100,0,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,2010520;2010012,2011103;2000001;2011207,0,0,0,0,0,0,1,1984,0,3,0,1,0,0,0,0,99,150,10,10,0,0,0,3,0,0,0
201071,6004,15,5,5,0;0,0,6004,3,13,21,0,3,1,0,100,1,0,0,860,317,0,195,195,16,0,0,0,0,0,0,5,0,120,0,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,2010008,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,0,150,0,0,0,0,0,1,0,0,0
201072,3402,15,5,5,0;0,0,3402,1,13,21,0,1,1,0,100,1,0,0,860,317,0,195,195,16,0,0,0,0,0,0,5,0,120,0,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,2010002,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,0,150,0,0,0,0,0,1,0,0,0
201073,2037,15,5,5,0;0,0,2037,3,16,21,0,1,1,0,100,1,0,0,782,289,289,239,239,16,0,0,0,0,0,0,5,0,100,0,0,0,0,0,0,0,0,0,1,0,100,2,1,1,0,0,0,0,2010002,0,0,0,0,0,0,0,1,1984,0,4,0,1,0,0,0,0,0,150,0,0,0,0,0,1,0,0,0
201074,2104,15,5,5,0;0,0,10001,1,11,21,0,1,1,0,100,1,0,0,750,231,0,209,174,13,0,0,0,0,0,0,5,0,100,0,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,2010002,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,0,150,0,0,0,0,0,1,0,0,0
201081,6004,15,5,5,0;0,0,6004,3,13,21,0,3,1,0,100,101081,0,0,860,317,0,195,195,16,0,0,0,0,0,0,5,0,120,0,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,2010008,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,0,150,0,0,0,0,0,1,0,0,0
201082,6010,15,5,5,0;0,0,6010,3,11,21,0,1,1,0,100,101081,0,0,938,289,0,261,217,16,0,0,0,0,0,0,5,0,100,0,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,2010002,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,0,150,0,0,0,0,0,1,0,0,0
201083,6011,15,5,5,0;0,0,6011,3,12,21,0,1,3,0,100,1,0,0,664,332,0,195,195,16,0,0,0,0,0,0,10,0,100,0,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,2010002,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,0,150,0,0,0,0,0,1,0,0,0
201084,2031,15,5,5,0;0,0,2031,2,11,21,0,2,3,0,100,1,0,0,1,161,0,103,103,4,0,0,0,0,0,0,5,0,100,0,0,0,0,0,0,0,0,0,1,0,100,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1984,0,4,0,1,0,0,0,0,0,150,0,0,0,0,0,1,0,0,0
201085,2036,15,5,5,0;0,0,2036,3,11,21,0,2,3,0,100,7,0,0,11,289,0,261,217,16,0,0,0,0,0,0,5,0,100,0,0,0,0,0,0,0,0,0,1,0,100,2,1,1,0,0,0,0,0,2000002,0,0,0,0,0,0,1,1984,0,4,0,1,0,0,0,0,0,150,0,0,0,0,0,1,0,0,0
201086,5007,15,6,6,0;0,0,5007,3,16,21,0,0,1,0,100,1,0,0,5,110,110,101,101,1,0,0,0,0,0,0,5,0,100,0,0,0,0,0,0,0,0,0,1,0,100,0,0,0,0,0,0,0,0,2000002,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,0,150,7,7,0,0,0,1,0,0,0
201091,6004,15,5,5,0;0,0,6004,3,13,21,0,3,1,0,100,1,0,0,860,317,0,195,195,16,0,0,0,0,0,0,5,0,120,0,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,2010008,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,0,150,0,0,0,0,0,1,0,0,0
201092,6011,15,5,5,0;0,0,6011,3,12,21,0,1,1,0,100,1,0,0,664,332,0,195,195,16,0,0,0,0,0,0,10,0,100,0,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,2010002,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,0,150,0,0,0,0,0,1,0,0,0
201093,100012,18,5,5,0;0,0,121,2,15,21,0,20,0,0,100,101093,0,0,2395,289,289,239,239,220,0,0,0,0,0,0,5,0,100,0,0,0,0,0,0,0,0,0,1,1,50,1,1,50,0,0,0,0,2011202,0,0,0,0,0,0,0,1,1984,0,4,0,1,0,0,0,0,0,150,0,0,0,0,0,1,0,0,0
201094,102031,15,5,5,0;0,0,2031,3,11,21,0,2,3,0,100,1,0,0,13451,3240,0,2758,2299,110,0,0,0,0,0,0,5,0,100,5,0,0,0,0,0,0,0,0,1,0,100,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1984,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
201095,106004,15,5,5,0;0,0,6004,3,13,21,0,3,1,0,100,1,0,0,860,317,0,195,195,16,0,0,0,0,0,0,5,0,120,0,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,2010008,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,0,150,0,0,0,0,0,1,0,0,0
201096,106011,15,5,5,0;0,0,6011,3,12,21,0,1,1,0,100,1,0,0,664,332,0,195,195,16,0,0,0,0,0,0,10,0,100,0,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,2010002,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,0,0,0,150,0,0,0,0,0,1,0,0,0
